Title,Review,Cons_rating,Cloth_class,Materials,Construction,Color,Finishing,Durability
The jacket is very light weight I like it,The air force style jacket fit good I'm tall 6ft 3in.the size on mine is 2xl 3xl 4xl.must be for multiple fits.i weigh 220.i like fit.i washed it.its nice.zipper small but functions ok.,5,Jackets,,,,,
"Nice jacket, pretty thin, runs small","I really like this jacket. It’s perfect for cool, not cold, weather. Beware, as other reviewers have said, these jackets run small. Order a size up.",4,Jackets,,,,,
Be careful what you read in other's product review.,"I made the mistake of reading previous shoppers reviews.  One said the product ran small so I ordered the next size larger.  He even provided his height and weight which was similar to my own.  Wrong!! The smaller size would have been perfect in size and just as the manufacturer advertised.  The reviewer was correct in one respect though, the zipper is in backwards.  I feel ordering the wrong size was my mistake so I couldn't expect someone else (Amazon or the manufacturer) to pay for shipping both ways to return it.",5,Jackets,,,,,
great coat,great fit,5,Jackets,,,,,
A good windbreaker,"But-- that's what it is -- a windbreaker. It has a rip-stop outer shell and a satin lining, but NOTHING in-between. It breaks the wind great and is lightweight. I really like it, but you must understand what it IS and IS NOT. It will NOT keep you warm on a cold day. Read it as 'Windbreaker'. Oh, yes, I wear a Large, but a Medium fits me perfectly, so size it accordingly. A minor item that may have to do with where it was made: the zipper is backwards to USA standards. The zipper head is on the left, whereas it is normally on the right. Minor and easy to live with.",4,Jackets,,,,,
Collar,Personally I think the collar material is to big if they just made that a bit more sleekThe material is always folding I don’t like thatI have another brand it’s way more suited to be stylish but they don’t offer colorsZipper is on the left side idk yBlue is not something u can match with unless u wear white or black try matching it with any other blues it’ll look weird,3,Jackets,,,,,
woman's zipper,Zipper is for woman's garment: wrong side.,3,Jackets,,,,,
Sizing is odd,Light jacket is why I order it. The sizing is strange fitting but it will work,3,Jackets,,,,,
great,good,5,Jackets,,,,,
It’s a awesome outer.,"I knew it when I got a package this outer was made in China. But I don’t care. Because it price so low.172cm, 77kg. nice outfit.I think, it’s a nice wearing in spring an fall.",5,Jackets,,,,,
Nice jacket,My only complaint about this jacket is that the zipper is on the wrong side as if made for a woman.,4,Jackets,,,,,
Perfect lightweight jacket,Good quality jacket.very light ! And fit perfectly as described!,4,Jackets,,,,,
Pay attention,"Very nice jacket. Light weight, but they Sent The Wrong Size....",1,Jackets,,,,,
Excelente,Un regalo,4,Jackets,,,,,
great jacket,Great jacket- warm,4,Jackets,,,,,
Great lightweight jacket!,"This is a lightweight jacket similar to a windbreaker which exactly what I wanted.  I'm 5'10"", 200lbs and XL fits me perfectly.  Inside pocket is big enough for my cell phone, sleeve pocket is nice size.  Construction seems good.  Nice length, comfortable to wear.  Very pleased.Only complaint - the zipper is backwards.  Not a big deal but weird.",5,Jackets,,,,,
It fits!,Good looking and comfortable.  Glad I bought it!,5,Jackets,,,,,
Fits great,Like the color and fits perfect,5,Jackets,,,,,
Color did not match the pictured jacket,"The color shown was a light blue, but I received a navy blue jacket. Sent it back.  Be careful if you are looking for the color pictured.",1,Jackets,,,,,
Great purchase,Color is more of a pale blue. Material is great. Warm enough for a cool evening and light.I’m 5’4” and 200lbsWould definitely purchase again,5,Jackets,,,,,
Nice weight,"This jacket is a little heavier than I thought it would be. It says unlined, but it does have a lining. It is a nice weight though. It seems to be will made.",5,Jackets,,,,,
Jacket,Perfect lightweight jacket,5,Jackets,,,,,
Not what was expected,"Runs too small, looks more like a woman's jacket.",1,Jackets,,,,,
"Nice Jacket, Great Price","Like this jacket a lot. Had several compliments on it. It says it's a men's jacket, but the first one I got was an extra large and fit like a women's extra large, sent it back and got a xx-large and fits just right. I'd go up a size if purchasing this jacket.",4,Jackets,,,,,
Nice light jacket for the times between seasons,"This jacket is perfect for those times in the year when it gets cold enough you need a jacket but you dont want to be sweating quickly if the sun comes out. Only small caveat is that the material is so smooth the backpack slides a little bit too easily of the shoulder. but other than that its a great jacket for the price.,",5,Jackets,,,,,
Exactly what I wanted,"Lightweight, good construction, fits perfectly",5,Jackets,,,,,
runs small,"I have returned this item because it seems to run small. Unless you like a very snug fit, I would consider ordering a size up. Also, the operative word is ""lightweight"". I had no expectations that it would be like an actual bomber jacket, but the reviews said that it was heavier than a windbreaker. I guess it is, but just barely. Think windbreaker, but with a thin lining. That's kind of what I wanted anyway, and I probably would've kept it except for the size issue.Update: I forgot to mention that it's made in China, for anyone who's paying attention to country of origin on their orders.",3,Jackets,,,,,
Well made!,"Nice jacket!Fits me well.....although if it were a slim fit would be perfect!Love it though, I’m 205, 66 inch large build!Got a large 👌🏽Just ordered 2 more colors 😊",5,Jackets,,,,,
First bomber jacket,The zippers are nice,5,Jackets,,,,,
Nice bomber jacket,"Perfect for bike riding, very sleek",5,Jackets,,,,,
Good material but not eye catching.,Overall a good jacket. I felt the XL to be slightly larger than I anticipated.,3,Jackets,,,,,
Awesome!,Great jacket.,5,Jackets,,,,,
Good product,"It was just what I was looking for, a lightweight jacket/windbreaker for riding my Harley.",5,Jackets,,,,,
Thumbs up,Looks and feels good,5,Jackets,,,,,
Warm enough for outdoor winter construction work.,I bought this as a gift for my cousin. He picked up a construction job in PA during the coldest part of Winter.  This coat served him well throughout the season and is durable enough for use next year as well.,5,Jackets,0,0,0,0,1
Good for winter. Not for sports,Its a good jacket for winter/ urban use.Not reccomend for sports.,4,Jackets,0,0,0,0,0
Unique Style,Jacket has a great look and an exceptional price!! Size is close to accurate but go to next size up if your on the border of the size category,5,Jackets,,,,,
"Comfortable, warm and quality.",Its just perfect!,5,Jackets,0,0,0,0,0
Amazing purchase,This thing is a game changer in ANY weather. No if I could get some pants to go with the jacket haha.,5,Jackets,,,,,
Low quality,"I have had this product for 2-3 months now and I have only used this during rainy weather & not even when it snowed yet. & unfortunately, the hood came off and would not re attach, I had to sew it. The product is way too big, make sure to go a size smaller, & it doesn’t keep you warm. I have only used this jacket in the rain, imagine if I used it in the snow. Crazy, it’s also pretty pricy for the quality.",1,Jackets,,,,,
Excellent Product,Excellent Product,5,Jackets,0,0,0,0,0
I like the jacket but it's very large,Too big,4,Jackets,,,,,
"Pretty good and comfort, larger than normal size","Bought it after took a look on other reviews. It says larger than normal size. So take a look on dimension, then I chose size small. It fits me well, comfortable and warm. Only bad thing is belly size is large too, I am slim fit, don’t have belly, by wearing it looks like I have belly.",4,Jackets,,,,,
Great purchase,It was great purchase and as advertised,5,Jackets,,,,,
great!,Bought this for my son.It's a great warm coat.He wears it skiing.,5,Jackets,,,,,
Great,Great price,5,Jackets,,,,,
Oslo here i come,Good medium size,5,Jackets,,,,,
Size too big,"Size too big no fix , no like",1,Jackets,,,,,
Awesome light warm jacket,"I bought these for our mechanical workshop in Australia due to very limited jackets over hereThey are light weight, very warm and water proofThey would not be suited when around sparks but have so far taken some dirty messesVery happy with the jacket and they came with in 4 working days to my door",5,Jackets,,,,,
Great jacket!,Was a bit hot in 30 degree NC snow.  Great jacket,5,Jackets,,,,,
Was 75% off!,Great $25 coat for my husband,5,Jackets,,,,,
Awesome coat,"Although I had to return this, I was shipped the wrong size. I did try it on and it felt great. I’m looking forward to buying it again and getting the right size.",5,Jackets,,,,,
Fits great,"Fits great,  has breathing room not super tight or heavy, nice and  light weightI'm 6'3 and went with XLI probably will wear a hoodie with this jacket while I'm plowing and snowblowing during the harsh winter monthsWe get alot of wet snow where I am",5,Jackets,,,,,
Jacket,"This jacket is of excellent quality. nonetheless, kindly measure yourself before purchasing.",4,Jackets,,,,,
Color and material is really good,"Color and material is really good, but Medium size is actually  Large.",5,Jackets,,,,,
No,Not good,1,Jackets,,,,,
Men Waterproof Jacket,"We live in FL, however, we travel a lot.  This is a great jacket to wear in the cold environment.  Nice and toasty.",5,Jackets,,,,,
I love this coat,I use it for snowboarding and it’s really nice and comfortable and warm,5,Jackets,,,,,
Great value,"Warm. Fits good, like that it actually covers my neck. We  bicycle with the dogs daily until it snows. Bright green is easy for automobile drivers to see. Wish I had purchased a second coat in a conservative color for daily use in winter",5,Jackets,,,,,
Very good quality and stylish,I look forward to winter so I can enjoy wearing this handsome jacket,5,Jackets,,,,,
Great product!,My husband loved this coat for skiing. Great quality and very comfortable.,5,Jackets,,,,,
decent jacket for the price.,"fits nicely, will need to test it in the snow. over all it is good looking and the color is flashy.",5,Jackets,,,,,
Decent Jacket,This is a decent jacket but not for my taste. Major design flaw with having no bungie around the waste. Material are nothing special. Don’t really get why was this jacket the best selling on for skiing.,2,Jackets,,,,,
Just what I needed,"This coat appears well made. I am a big guy, 2x, and it fit me well. The arm length on most coats I buy are short but this one had the perfect fit for my long arms. I do recommend this product. Only downside is it must be hand washed.",5,Jackets,,,,,
Like this windbreaker a lot but!!!,"This product is as described, good against winter win gusts and handles rain and snow quite well...but the zipper is not strong enough. It broke down after repeated used. Replacing the zipper costs as much as this jacket!",4,Jackets,1,0,0,0,1
Another Great Amazon Deal,jacket fit nicely (true to size). It has a soft and warm inner lining with good zippers and pockets. Water resistant outer and keeps me warm in Montana.,5,Jackets,,,,,
nice,Excellent quality and value,5,Jackets,,,,,
It's friggin warm,Needed a warm coat.  Light weight but toasty.,5,Jackets,,,,,
too think,This jacket is warm to wear.but the weight is too heavy.,3,Jackets,,,,,
Good quality,"The jacket fits well, comfortable, warm, good quality, I like it",5,Jackets,,,,,
Got a used jacket with marks and burn holes,Jacket was shipped in a transparent polythene bag and did not have any tags. It has holes on the right wait and right hand. Some hair in the cap and also the left sleeve was all with marks.,1,Jackets,,,,,
Size S fits like a size M,Impressed with the quality and feel especially for 22 bucks shipped. Whish size S did not fit like size M.,4,Jackets,,,,,
It’s good quality,It’s good quality,5,Jackets,,,,,
Snagged this on sale for $20. You've gotta be kidding me! Amazing!,"For $20 this is one of the best coats/jackets I've worn in DECADES! Fit is great, plenty of pockets/storage for devices, warmers, etc. VERY warm! I would've easily paid a lot more than I did for this jacket, and I kind of feel guilty that I found it on sale for $20. This is easily a $100+ jacket quality-wise. Grabbed a 2nd one for the wife just because...can't beat that price!",5,Jackets,,,,,
"Perfecto, lo que esperaba",Suuuuper abrigadora!!Estoy tan contento que acabo de pedir otra,5,Jackets,,,,,
Fits perfect,Good Quality,5,Jackets,,,,,
Great fit,Perfect fishing jacket,5,Jackets,,,,,
Pretty nice,"Feels pretty nice although it was a tad thinner than expected.  Debated between a S or M, went with S and fit was just about right for my size.  Wish there was a draw string though at the hip or bottom like my other jackets.  Will see how it holds up next winter.",4,Jackets,,,,,
Not Winter or Ski Jacket,Product is made for 50-60 degree weather not ski or northern conditions of 0 or minus 10 degree temperatures. A real ski coat would have a very heavy lining and would feel heavy when you pick the coat up. You would sweat if you wore it inside your house.  This is a light coat with minimal lining.  I have a ski coat I have stood outside waiting for a bus at minus ten temperatures for a half an hour  and didn’t feel cold that’s how well a real ski coat feels. That’s why people buy ski coats. This is not a ski coat.,2,Jackets,,,,,
Lightweight rainproof warm jacket,"Well made, comfy, warm and rain proof. Detachable hood which is a plus. Real test will be when temperatures drop in the teens but so far i am impressed",5,Jackets,,,,,
Great jacket,"Fast shipping.Fit good, No complaints at all. Will buy more for Friends",5,Jackets,,,,,
A+,good,5,Jackets,,,,,
Well made,Nice padding and good use of materials will surely do the job.,5,Jackets,,,,,
Arms were to long,The fit was the only issue.,3,Jackets,,,,,
"Not worn it yet as still hot, but like how it fit for a quick try on.",Will update once actually wear it.,5,Jackets,,,,,
buena ropa,nos encanto,5,Jackets,,,,,
Sizing way off,The quality appeared fairly well. The sizing is at least 2 sizes smaller I would guess. I returned the item and will not order this brand again.,1,Jackets,,,,,
It's mostly okay,"Fit is flattering.  However,  I find the zippers to be very rough and too shiny (so it stands out compare to the rest of the vest).  Truthfully, I like the vest that Costco sells better.",3,Jackets,,,,,
Super cute,"Bought it for an Alaskan cruise - super cute and was a great, versatile layer over a long sleeve T, a sweater, a denim shirt, etc.",5,Jackets,,,,,
Nice vest,"The vest was a little smaller then expected for the size.  Everything else stated is spot on.  I was looking for a measurement size conversion but couldn’t find one.  Besides being a little too snug, ( which gives me a reason to drop a few lbs.!) it is a great vest.",4,Jackets,,,,,
Great Fit,"Vests are a new addition to my wardrobe.  I am so I pleased, that I now have 4 in different colors!",5,Jackets,,,,,
Good material,"The material is good and designed also. Pocket is deep enough to keep many things, especially while working.",5,Jackets,,,,,
"Nothing, product is nice",Nice vest,5,Jackets,,,,,
Very well made vest.,"This vest fit's nicely and looks great on!  I bought a medium- I'm 5'6"" and weigh 135.  More substantial than most puffy vests - so should be great for Fall weather.",5,Jackets,,,,,
Super calidad,Era todo lo que esperaba,5,Jackets,,,,,
True to size.,Not as heavy it's a little weight fit.,5,Jackets,,,,,
"Low quality, in my opinion","I love vests for all seasons and own at least 10+ from medium-to-high brand names. I've started to try off-brands with some success, but this vest is very low quality in my opinion.  The material feels cheap and the cut is very weird at the shoulders.  Seems a little suspicious it has so many positive reviews. I don't recommend.",1,Jackets,,,,,
I think I was sent a used garment.,"I tried on the vest right out of packaging  (fits nice) and found a dime and two pennies in the right pocket.  There was no attached product tags attached at the collar like in the pictures above.  It’s a decent light weight vest, but I am washing several times before I wear it.",3,Jackets,,,,,
Like it sm,Small to medium in tops small fits good,5,Jackets,,,,,
Gracias,gracias,5,Jackets,,,,,
Love it,I love this vest! I have no issues with it at it's super cute.,5,Jackets,,,,,
As described,This vest is as described! Lightweight and fits as expected. I like it a lot!,5,Jackets,,,,,
Great vests,"I really like these vests. They’re light weight, not bulky, lots of colors to choose from. I now have four of them.",5,Jackets,1,0,1,0,0
Excellent quality and perfect fit,"Perfect accurate fit for 2X & well made, love the extra touches - good quality.",5,Jackets,,,,,
Arrived with Broken Zipper,"The item arrived and as soon as I tried it on, the zipper broke. Also, this is supposed to be a puffer vest, but didn’t come with a bag to roll it into. Returned.",1,Jackets,0,0,0,0,1
Love it!,Love it!,5,Jackets,,,,,
My favorite vest!,"I live on the coast now and often just need an extra layer for walking my dog or going down to a coffee shop, and this is my go-to vest! It's comfortable, lightweight, and flattering. The buttons near the pockets and the padded style also give it a slightly more fashionable look :)",5,Jackets,,,,,
Nice vest,"Nice fit, and very light and comfy",5,Jackets,,,,,
Hermoso,Hermoso,5,Jackets,,,,,
Very nice vest,"I needed a vest  for a trip to Europe in September.  I wanted something lightweight. This vest is very nice and flattering. I am 5.4 - 133 Lbs and I ordered a Medium.  It’s roomy, maybe a Small would’ve looked better on me, but I will keep it as it feels comfortable. Also, delivery was so fast !",4,Jackets,,,,,
Not bad.,"I bought 2 of these in lavendar and light blue.  Both were a different shade than as advertised, less muted, more of a bright pastel. The fit is good.",3,Jackets,,,,,
Happy with purchase,fits great Bought to wear under jacket for upcoming trip to Iceland & should work very well Love the color,5,Jackets,,,,,
Cheaply made,For the price i thought it would atleast look decent enough. Has a bunch of little plastic and strings everywhere,3,Jackets,,,,,
Returned,Wrong size returned it. Really cute though.,4,Jackets,,,,,
Muy buen producto,Muy líjero y bonito,5,Jackets,,,,,
Will buy another color,Looks good on.  I’m usually medium but bought large so could wear sweater under vest which worked out fine.  Lightweight and attractive fit.  Great price,5,Jackets,,,,,
Nice vest,I like the vest. It is lightweight enough to be comfortable and allow movement but still  provides some extra warmth. It fits well and provides the snug fit I like on a cool day!,5,Jackets,,,,,
Versatile layering.,"Flattering fit and beautiful color, lots of compliments",5,Jackets,,,,,
Runs small,I bought this vest for a fall photo shoot and it was extremely small. I didn’t wear it. I don’t know if I would purchase again.,2,Jackets,,,,,
"Very nice vest, looking to order another.",No dislikes,5,Jackets,,,,,
Buy using bust measurement!,"Super cute, light weight vest. I spent a lot of time reading reviews, then ordered with fingers crossed. Very happy with this vest.",3,Jackets,,,,,
Good addition to wardrobe,I wear vests frequently and did not have a brown one. This one met my expectations.,5,Jackets,,,,,
Color,"Color: if white white is your goal, this vest tends a bit towards cream color.",4,Jackets,,,,,
Comfortable and easy to wear,This is the second quilted vest I purchased.  I'm very happy with the fit and versatility.,4,Jackets,,,,,
Does not stretch,"Smells weird, too small, no stretch.",2,Jackets,,,,,
Love it!,I love this vest. It is exactly what I wanted.,5,Jackets,,,,,
Awesome vest,This is a great vest. It TTS,5,Jackets,,,,,
Good quality but runs long and large compared to my other vests.,I runs large. I ordered medium and needed small,5,Jackets,,,,,
Frustrated!,"As guided by size chart, it is no accurate. Too big.",3,Jackets,,,,,
Great Vest!,"Terrific, warm, very comfortable to wear and figure flattering.  I feel very fashionable wearing it!  I ordered a second one in a different color.  Laura P",5,Jackets,,,,,
Versatile,Wife loves the vest!,5,Jackets,,,,,
Comfortable vest,Like my new vest I would like to order another in a different color. Well made for the price.,5,Jackets,,,,,
"This is a trim cut, so choose the larger size if you aren't a wearer of ""fitted"" garments.","My review gives my satisfaction with my second, larger replacement order of this garment.  I'll have to return the smaller size, but the look will be worth the trouble.",5,Jackets,,,,,
Fashionable lightweight vest!,"Flattering fit, great for layering, beautiful red color. Nice addition to my fall/winter wardrobe. Got an Xs fits slightly larger than expected",5,Jackets,,,,,
Great looking jacket,"I bought this for my adult son, and he just loves it.  The quality, style and wearability are worth the price.  It washes well and holds its style, it's an exceptional piece of clothing.",5,Jackets,,,,,
It’s big and heavy,One big issue is really heavy and wearing it for couple hours makes shoulder tired and heavy on the body.,4,Jackets,,,,,
Nice,"Good Quality, nice fitting",4,Jackets,,,,,
it's really comfortable,fits perfectly,5,Jackets,,,,,
Very Nice and Warm,I purchased this for my boyfriend.  It ran small so I had to return and get one size up. He absolutely loves it.  Purchased another one in another color.,5,Jackets,,,,,
Almost a 5 star.,This jacket would’ve gotten 5 stars if the zipper had been a right hand instead of left hand.,4,Jackets,,,,,
It’s a snug fit.,I got the black coat. It’s has a cotton outer layer so it wrinkles easily and picks up lint. It’s fine for very casual occasions.,4,Jackets,1,0,1,0,1
Heavy,Heavy,2,Jackets,,,,,
Good jacket during cold times,"Fits great, very comfortable, only problem is it ripped a little on the back side when I was sliding under my truck. Not a good work jacket but if your not on the ground with it or anything then it’s awesome.I still wear it on my daily commute to work on my fourwheeler!",3,Jackets,,,,,
Snug,"Good looking jacket but small. I’m 5 11, 230 and ordered a large and it’s snug, mostly in arms and I would consider my arm size average.  I’ll keep it and maybe my son will like it.  Considering buying an X-Large but not sure, I didn’t see any other reviews about size so maybe mine was just labeled wrong but I’d recommend going one size up from what you wear now.",4,Jackets,,,,,
Just not for me...,Jacket look comfortable...material not what I expected...looks better in pictures than in person...,2,Jackets,,,,,
Ripped in less than a month,"This coat is very warm, and very comfortable, but very cheeply made. BOTH armpits ripped in less than a month.  Just poorly made.",2,Jackets,1,0,0,1,1
Te hace lucir Genial muy Elegante,Excelente inversión,5,Jackets,,,,,
Is to big,Not really good,2,Jackets,,,,,
Muy cómoda,"Me gusto mucho , muy cómoda",5,Jackets,,,,,
Great one,Great,5,Jackets,,,,,
La tela muy fea se dealavo en la lavada,La clase de tela,1,Jackets,,,,,
Un poco cara para lo ordinaria que es.,Muy ordinaria para el precio. Es comoda pero nada mas..!,3,Jackets,,,,,
Not that warm,"Fit was fine,  not that warm,  not military grade coat.",3,Jackets,,,,,
Left Hand Zipper on a small coat,"First, it is a nice looking coat and it feels warm enough. But I have a few complaints with it.First, the zipper pull is on the left side. This is very irritating. Men's coats in the US do not have zippers on the left side.Second, it was a pretty snug fit when I first tried it on, but I was worried the next size up would be too large. What I didn't realize was that trying to wear the coat with a sweater definitely made it too small.After a couple of wearings, I regret not sending it back.",3,Jackets,,,,,
Amazing Jacket,This is probably one of the most comfortable jackets I’ve had in a long time. Plus there’s a pocket on the inside which I mean is totally badass definitely worth the buy,5,Jackets,,,,,
Good looking coat!,"Love the style, it's actually a very warm and comfortable coat. Wish it was just a little longer and less wide around the body (i'm 6'3"" tall and skinny)",4,Jackets,,,,,
Love it But...,I love how warm it is and it fits mostly perfectly. The arms are just a little short. However I am 6'6 so it's hard to find stuff the right length. But overall a great jacket,4,Jackets,,,,,
Buena calidad,Con va mi estiló y justo a mi medida,5,Jackets,,,,,
Awesome jacket!,"Been looking for a good looking jacket for winter that is also made for winter weather…Aside from having no hoody, this thing is definitely super warm and super stylish. Fit is just fine, easy to wash, and if I need something over my head, I get a brand or wear a hoody underneath the jacket and it still fits nice and looks nice.Perfect buy and I may just buy a second one to have a backup.",5,Jackets,,,,,
Comfortable during high teens and low 20s.,"I don't like the zipper on my left, being all jackets I've ever had the zipper is on the right. Other than that it's very comfortable, kept me warm during low 20s.",3,Jackets,,,,,
Price is a little bit expensive and it's not for too cold weather,It's attractive. It's not too warm for cold weather.,4,Jackets,,,,,
Good value!!,"Bought for my father-in-law who lives in Illinois..He said it fits well, it's very warm and has more pockets than most coats! He loves it!",5,Jackets,,,,,
Good Autumn jacket,"Good for early fall, does not handle late fall/winter temperatures in the pacific northwest very well.",5,Jackets,,,,,
Nice and warm,My husband was surprised that it was so warm. Nice looking too.,5,Jackets,,,,,
The Bomb,"Warm, great fit and good looking.  This jacket is so cool, I don't even mind now the left side zipper.  Might even get another in a different color.",5,Jackets,,,,,
Tom Cruise style,Best of the bestFeel like you are a Tom Cruise,5,Jackets,,,,,
"im 6ft,210 lbs, ordered 2xx, Glad i did, fits very well,","nice fall jacket, or spring!",4,Jackets,,,,,
Just as described!,"Bought this jacket for my boyfriend for Christmas and he absolutely loved it. Said the style is great, super warm and comfy, and true to size!",5,Jackets,,,,,
"Warm, comfortable, useful jacket!!","Nice quality product, fit perfect!!",5,Jackets,,,,,
Cool,Make me Feel Cool,5,Jackets,,,,,
Wrong size wrong color,"Couldn’t even wear it because it was the wrong size, it was also the wrong color too.",1,Jackets,,,,,
Love it,Love the look and fit of this coat.  Also it is very warm!  Only the by is the zipper is on the “wrong” side!  I’ll get used to it,5,Jackets,,,,,
It's a good jacket but...,I noticed small holes in the stitching. Doesnt affect the overall jacket.. but it would be nice to not lose change INSIDE the jacket lining,3,Jackets,,,,,
To small I would size up.,"The product was to small, and when I got the coat I noticed stains from production.",1,Jackets,,,,,
Nice fit!,Fit perfect to my husband's true size. Very warm and stylish,5,Jackets,,,,,
Zipper handle on wrong side of coat,"Zipper handle is on the left side along with the flap that covers the zipper, making it awkward to zip up. The jacket is comfortable though",3,Jackets,,,,,
Awesome,Winter coat,5,Jackets,,,,,
Great for winter,Love is for work and daily outside activities. But problem is that the button for the top chest poket broke off while clipping in. Lost the button and now poket is loose.,4,Jackets,0,0,0,0,1
Perfect,Really nice jacket,5,Jackets,,,,,
Nice jacket....,"It same in the picture i baught for my son and its perfect size ,warm and good quality.",5,Jackets,,,,,
Great heavy jacket!,"I'm 5'4.5"" at 220lbs. I have very wide shoulders so I had to go up the XL that I normally wear. The jacket ended up fitting perfect at 2XL. The weight is great and is warm for me, being that I love cold weather. It's definitely great for the price!!",5,Jackets,,,,,
Very comfortable,It’s great,5,Jackets,,,,,
Super Comfortable and Stylish,Very comfortable coat! The sherpa lining is only within the torso but the inside of the sleeves are soft and warm not windbreaker material.Looks good a fits good,5,Jackets,,,,,
Buy big. It runs small.,Cool jacket I wanted it baggy so I bought XL. It fits well but not as big as I expected. Should have gotten XXL.,5,Jackets,,,,,
Smells funny,"I got my blazer today.  Can't decide if I want to keep it.  Fit is generous.  My only concern is the odor.  Not sure it will go away, even if I dry clean it (I know it can be washed).  Anyone else have that issue?",3,Jackets,,,,,
Great jacket runs a bit big,Great color and fit but it does run a bit big,4,Jackets,,,,,
Love this blazer!,"Flattering and versatile! Can dress up or down!! So glad I ordered! Fits as expected, I ordered a small and normally wear a size 6.",5,Jackets,,,,,
Fits super,This a a very nice jacket fits wonderful,5,Jackets,,,,,
No pockets?!,"Ok- I want to love this blazer,but it's missing pockets. Like, why?! I also wish it had more stretch, but overall the fit is good. I'd still recommend this blazer.",3,Jackets,,,,,
Bomb!!!,I’m 5’5 and 200lbs. Curvy in the hips/butt area (hour glass shaped) and 36DD bust to give some context. This blazer fit amazing. Sleeve length was perfect and it’s very good quality. Def a good buy,5,Jackets,,,,,
"I was really waiting ,  disappointed when I tried it on and it turn out to be small.  I am a 2X.",Not true to size.,4,Jackets,,,,,
Not enough stretch,Needs more stretch in shoulders. Cute jacket but sent back.,3,Jackets,,,,,
Love it,Great fit! Fabric was good quality and exceeded my expectations,5,Jackets,,,,,
messed up stitching,"the stitchig on both blazers r messed up.  poor work man ship,",1,Jackets,,,,,
I had to return it hated the color,I wanted the black one but this color was not good on me,1,Jackets,0,0,1,0,0
Perfect fit.,Love this blazer!,5,Jackets,0,0,0,0,0
Just what I was looking for,"I’ve been looking for a lightweight white jacket for about 5 years now and have bought everything from a $20 jacket from H&M to a $200 jacket from Theory and just wasn’t pleased.  This jacket was recommended on a blog I follow.  The reviews on Amazon were extremely contradictory.  When I looked up my height and weight, and the jacket color, folks my size found it both too big AND too small 😳 Also, I was a little concerned by a few that said it couldn’t be returned.  Anyway, I took a deep breath and ordered a medium which is smaller than the large I usually get and I couldn’t be happier.  This is finally exactly what I was looking for!  It’s lightweight but not flimsy, and a little longer in length (past my butt) and sleeve (which I like) and a little bit of stretch in it. The large would have definitely been too big.",5,Jackets,,,,,
Not very flattering,This blazer wasn’t what I was expecting. The quality wasn’t great and it didn’t lay very well. It runs a little large too.,2,Jackets,,,,,
Too peachy,I liked the jacket but I was needing a tan jacket and this one was too peachy. I also was so upset how it was balled up in the bag. I sent it back,2,Jackets,,,,,
decent basic,"This is an average, basic blazer.  It feels a little big, but I think that's how it's supposed to fit?  Fabric is mid-grade - not budget, but not a true suit fabric.  The button on mine was sewn just a smidge off, so the bottom does not line up quite right when buttoned.  I'm 5'7"", 155lbs; 38"" bust, 31"" waist, 39"" hip and ordered a medium.",3,Jackets,,,,,
Honest Review- Buy This Blazer,"This is one of the few Amazon clothing items worth 5 stars. It fits perfect, the material looks high quality and it is very flattering. Buy this blazer!",5,Jackets,,,,,
can't return item,unable to process return for item when purchased on Prime try before you buy!!!,1,Jackets,,,,,
Meh!,"It’s ok, average. Quality not that great. I’m usually a Medium but had to get a Large and it wasn’t that forgiving. Size up.",3,Jackets,,,,,
Love this blazer!,Perfect fit and very flattering. Need to order more colors!,5,Jackets,,,,,
Perfect,This blazer is absolutely perfect.,5,Jackets,,,,,
Great value,"This jacket is great! It’s fully lined, the arm length was sufficient and it dropped mid-hip which was nice. Paired with jeans, skirts, slacks, everything - it’s the classic white blazer. The quality was much better than I expected after reading some of these reviews. This would easily cost over $75 anywhere else. Buy it. You won’t regret it.",5,Jackets,,,,,
worst fitting jacket EVER!,Do not waste your money on this.,1,Jackets,,,,,
Perfect fit,"Fits perfectly 🥰  Love the longer sleeve, only wish it had pockets but still love it! Ordered size large.",5,Jackets,,,,,
It’s GREAT!,I like everything about it. Looks great with jeans.,5,Jackets,,,,,
Great quality,"This blazer is beautiful, fits well, gorgeous color. Great quality. I’m definitely ordering more from this company.  Also fast shipment!",5,Jackets,,,,,
Great all-around blazer,"I love this blazer - allows me to dress upanything!  I have been looking for blazers for several months, but nothing in stores. I was thrilled to find this one on Amazon. Great fit!",5,Jackets,,,,,
"Flattering, beautiful color","Flattering, light weight, doesn’t wrinkle too badly",5,Jackets,,,,,
Great blazer,"This is a great oversized blazer, I ordered a small and it fits perfectly (slightly oversized). I've received so many compliments on it. Can dress it up or down. Does wrinkle kinda easy but they should steam out.",4,Jackets,,,,,
"Nice Quality and Length, But TOO BIG","I'm a well endowed woman and I ordered a size 3x to compensate my chest, especially when I wear a sweater or button down with this blazer. The sleeve length and shoulder to hem length are great, but the arm pits are huge and closing the blazer makes me look like a little kid playing in my dad's blazer. There is no shape! I plan on having the blazer taken in to achieve the look I want.",4,Jackets,,,,,
Wow! Stunning!,This quality is unbelievable! Love it so much! As a plus size girl it’s so hard to find something that’s oversized that doesn’t make you look even bigger! This was the exception to that! It is beyond timeless and I look forward to putting it together with different looks for a long time!,5,Jackets,,,,,
Nice but runs big,Bought a small and it was big. The look and quality were nice just fun’s big,4,Jackets,,,,,
